"name","SCHOOLID","Gender","One player games","Collaborative games","Use email","Chat on line","Social networks","Browse the Internet for fun","Read news","Obtain practical information","Download music","Upload content","Internet for school","Email students","Email teachers","Download from School","Announcements","Homework","Share school material"
"Japan","0000050","Female",3,3,4,4,4,4,2,2,1,1,0,2,0,0,0,0,0
"Japan","0000050","Female",2,0,4,0,4,2,0,1,2,0,0,1,0,0,0,0,0
"Japan","0000050","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000050","Female",0,0,4,0,4,3,2,1,2,0,0,4,0,1,0,0,0
"Japan","0000050","Male",2,0,2,0,0,2,0,1,2,0,0,NA,NA,NA,NA,NA,NA
"Japan","0000050","Male",0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Japan","0000050","Female",3,4,4,4,4,4,2,4,4,4,2,4,4,2,0,0,4
"Japan","0000050","Male",3,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0
"Japan","0000050","Female",0,1,4,4,4,3,1,1,3,0,0,0,0,0,0,0,0
"Japan","0000050","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000050","Male",2,0,2,0,2,2,3,3,2,1,2,2,1,0,0,0,0
"Japan","0000050","Female",2,2,4,2,2,3,2,2,2,2,0,0,0,0,0,0,0
"Japan","0000050","Female",0,0,3,3,3,1,0,1,2,0,2,2,0,0,0,0,0
"Japan","0000050","Male",2,0,4,4,4,4,4,0,1,1,1,2,0,0,0,0,0
"Japan","0000050","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000050","Male",1,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"Japan","0000050","Female",2,0,4,3,1,3,3,3,2,0,2,0,0,0,0,0,0
"Japan","0000050","Female",0,0,3,3,2,4,0,1,2,1,0,0,1,0,0,0,0
"Japan","0000050","Male",1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"Japan","0000050","Female",0,0,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0
"Japan","0000050","Male",1,0,1,0,0,2,3,2,1,3,1,0,1,0,0,0,0
"Japan","0000050","Male",0,0,3,0,2,3,3,0,3,0,1,2,0,0,0,0,0
"Japan","0000051","Male",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000051","Male",1,0,0,0,0,2,2,1,2,0,1,1,0,0,1,0,0
"Japan","0000051","Male",1,1,2,0,2,2,2,2,3,0,3,0,0,0,0,2,0
"Japan","0000051","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000051","Female",1,1,3,2,2,2,1,1,3,0,1,3,3,1,0,0,0
"Japan","0000051","Male",3,0,4,0,4,3,3,3,4,3,3,3,3,3,3,3,3
"Japan","0000051","Male",0,4,2,4,4,4,0,2,1,0,0,2,0,0,0,0,0
"Japan","0000051","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000051","Female",0,0,4,0,4,4,0,2,1,0,0,2,0,0,0,0,0
"Japan","0000051","Male",2,0,3,1,2,4,4,4,2,0,1,2,0,0,0,0,0
"Japan","0000051","Male",2,1,2,3,3,3,3,3,3,0,3,3,3,3,3,0,3
"Japan","0000051","Female",0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
"Japan","0000051","Male",1,1,3,0,0,3,2,1,3,0,3,3,0,0,0,0,0
"Japan","0000051","Male",3,0,3,4,3,3,1,0,2,0,0,1,0,0,2,0,0
"Japan","0000051","Male",2,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0
"Japan","0000051","Male",3,0,4,3,1,3,0,0,3,0,0,0,0,0,0,0,0
"Japan","0000051","Male",0,0,3,0,0,4,2,2,0,0,2,0,0,0,0,0,0
"Japan","0000051","Female",2,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"Japan","0000051","Female",0,0,4,4,0,4,1,2,1,0,0,1,0,0,0,0,0
"Japan","0000051","Female",0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"Japan","0000051","Female",0,0,4,4,4,4,4,3,3,0,3,2,0,1,0,0,0
"Japan","0000051","Female",0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Japan","0000051","Male",3,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
"Japan","0000051","Male",4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0
"Japan","0000051","Male",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000051","Male",1,0,3,0,0,2,3,3,1,0,1,2,0,0,0,0,0
"Japan","0000051","Female",1,0,4,0,0,4,1,1,2,0,0,0,0,0,0,0,0
"Japan","0000051","Male",0,0,2,0,3,3,0,1,2,0,0,1,0,0,0,0,0
"Japan","0000051","Female",0,0,3,0,0,3,NA,2,0,0,0,0,0,0,2,0,0
"Japan","0000051","Female",0,0,4,4,4,2,1,2,0,0,2,2,0,0,1,0,0
"Japan","0000051","Female",0,0,3,0,4,4,0,0,0,0,0,1,0,0,0,0,0
"Japan","0000051","Female",3,0,4,4,4,4,0,0,3,0,0,2,0,0,0,0,0
"Japan","0000051","Male",3,2,4,0,0,2,0,1,1,0,0,0,0,0,0,1,0
"Japan","0000051","Female",3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"Japan","0000052","Male",2,1,3,3,2,2,1,2,NA,1,0,2,0,0,0,0,0
"Japan","0000052","Female",2,0,2,4,4,4,2,2,2,0,1,2,0,0,0,0,0
"Japan","0000052","Female",0,0,1,3,0,3,1,1,0,0,1,1,0,0,0,0,0
"Japan","0000052","Male",0,0,4,4,4,2,3,2,0,0,0,2,0,0,0,0,2
"Japan","0000052","Female",3,0,2,0,2,2,2,1,2,0,1,2,0,1,0,0,0
"Japan","0000052","Female",2,0,4,0,4,2,1,1,0,0,1,2,0,0,1,0,0
"Japan","0000052","Male",0,0,4,0,0,2,2,1,1,0,0,0,0,0,0,0,0
"Japan","0000052","Female",3,0,3,4,4,3,2,1,0,0,0,2,0,0,1,0,0
"Japan","0000052","Female",1,0,3,3,4,3,2,2,2,0,0,1,0,0,1,0,0
"Japan","0000052","Male",4,4,2,0,4,4,1,2,4,0,0,0,0,0,0,0,0
"Japan","0000052","Female",1,0,3,0,3,3,2,2,1,0,1,2,0,0,0,0,0
"Japan","0000052","Male",2,0,3,3,3,3,3,3,3,0,2,2,0,2,2,0,0
"Japan","0000052","Female",2,0,3,2,0,1,2,0,0,0,0,2,0,0,1,0,0
"Japan","0000052","Female",0,0,3,1,3,3,0,0,1,1,0,1,1,0,0,0,0
"Japan","0000052","Male",4,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0
"Japan","0000052","Male",0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0
"Japan","0000052","Female",1,1,4,4,0,4,4,4,4,0,1,4,0,0,0,0,1
"Japan","0000052","Male",2,0,0,0,4,4,0,4,0,0,0,2,0,0,0,0,0
"Japan","0000052","Female",1,1,4,1,4,4,2,3,1,0,1,2,0,0,0,0,0
"Japan","0000052","Female",0,0,4,1,1,4,1,0,2,0,0,1,0,0,0,0,0
"Japan","0000052","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000052","Female",2,0,4,0,4,4,2,2,2,0,0,0,0,0,0,0,0
"Japan","0000052","Male",3,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0
"Japan","0000052","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000052","Female",3,0,3,3,3,3,0,0,3,0,2,3,0,0,0,0,0
"Japan","0000052","Female",0,0,4,4,4,3,3,4,2,1,0,1,0,0,0,0,0
"Japan","0000052","Male",1,0,3,0,3,2,0,0,2,0,0,0,0,0,0,0,0
"Japan","0000052","Male",4,0,2,3,3,2,0,0,2,0,0,0,0,0,0,0,0
"Japan","0000052","Male",3,0,3,3,3,0,2,0,2,0,0,3,0,0,0,0,0
"Japan","0000052","Female",0,0,2,1,3,2,2,1,2,0,1,2,0,1,1,0,1
"Japan","0000052","Male",0,0,0,0,0,3,1,3,0,0,1,0,0,1,1,0,0
"Japan","0000052","Male",2,2,3,0,3,2,1,1,1,0,0,1,0,0,0,0,0
"Japan","0000052","Male",2,0,3,0,0,4,3,0,0,0,0,2,0,0,0,0,0
"Japan","0000052","Male",3,0,3,0,0,2,4,3,0,0,0,0,0,0,0,0,0
"Japan","0000053","Male",2,0,2,0,0,2,1,2,2,2,0,0,0,0,2,0,0
"Japan","0000053","Male",2,0,3,3,0,2,3,2,1,1,2,2,0,1,2,0,0
"Japan","0000053","Male",3,2,4,4,4,2,3,3,3,0,0,4,0,0,1,0,1
"Japan","0000053","Male",3,2,3,1,2,2,2,2,2,0,1,1,0,0,0,0,1
"Japan","0000053","Male",2,0,3,0,0,3,3,0,0,0,0,2,0,0,0,0,0
"Japan","0000053","Male",0,1,3,0,0,3,0,3,1,2,0,2,0,0,1,0,0
"Japan","0000053","Male",3,2,4,0,1,4,2,2,3,3,1,4,0,0,2,0,0
"Japan","0000053","Male",1,0,0,0,2,3,3,2,1,1,1,0,0,0,0,0,0
"Japan","0000053","Male",0,0,4,0,0,2,0,1,0,0,1,1,0,0,0,0,0
"Japan","0000053","Male",2,1,2,0,0,2,3,1,1,0,0,1,0,0,0,0,0
"Japan","0000053","Male",2,4,2,0,0,4,0,2,0,0,2,1,0,0,0,0,0
"Japan","0000053","Male",0,0,0,3,3,3,2,2,3,0,1,0,0,0,0,0,2
"Japan","0000053","Male",0,0,3,0,0,3,3,3,0,0,0,1,0,0,0,0,0
"Japan","0000053","Male",1,4,3,4,4,4,3,3,3,2,1,3,0,3,3,0,1
"Japan","0000053","Male",4,4,3,4,4,4,4,4,3,3,2,3,0,0,0,0,2
"Japan","0000053","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000053","Male",4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0
"Japan","0000053","Male",3,2,4,4,4,1,4,3,2,0,0,3,3,0,0,0,0
"Japan","0000053","Male",3,0,3,3,1,3,3,3,0,0,2,3,0,0,0,0,0
"Japan","0000053","Male",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Japan","0000053","Male",0,0,3,0,0,2,2,1,2,0,0,2,0,0,0,0,0
"Japan","0000053","Male",0,0,4,0,4,2,2,2,0,0,0,0,0,0,0,0,0
"Japan","0000053","Male",0,0,2,0,3,3,3,3,0,0,0,0,0,0,2,0,0
"Japan","0000053","Male",1,0,4,0,4,4,2,2,4,0,0,2,0,0,0,0,0
"Japan","0000053","Male",2,0,0,0,2,2,2,1,1,0,1,0,0,1,1,0,0
"Japan","0000053","Male",2,0,2,0,0,2,0,0,2,0,2,2,0,0,0,0,0
"Japan","0000053","Male",0,0,3,3,2,2,1,1,1,0,0,1,0,0,0,0,0
"Japan","0000053","Male",0,0,2,0,1,3,1,1,2,0,0,1,0,0,0,0,0
"Japan","0000053","Male",1,0,4,0,4,3,2,0,2,0,0,2,2,0,0,0,0
"Japan","0000053","Male",3,0,3,0,0,3,0,2,1,0,2,0,0,0,0,0,0
"Japan","0000053","Male",0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0
"Japan","0000053","Male",2,2,3,4,4,3,2,2,3,2,1,2,0,2,1,0,0
"Japan","0000053","Male",3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"Japan","0000053","Male",2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000053","Male",0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0
"Japan","0000054","Male",2,0,2,2,0,2,0,0,2,0,0,2,0,0,0,0,2
"Japan","0000054","Female",0,0,4,4,0,4,3,2,4,4,1,4,2,4,3,0,0
"Japan","0000054","Male",1,1,3,0,0,2,2,1,2,0,2,3,0,1,NA,0,0
"Japan","0000054","Female",2,0,4,2,4,4,2,3,3,0,0,2,0,0,0,0,0
"Japan","0000054","Female",2,0,4,4,3,2,1,2,0,0,0,3,0,0,0,0,0
"Japan","0000054","Male",3,0,3,0,0,0,1,1,3,0,0,2,0,0,1,0,0
"Japan","0000054","Male",0,0,4,0,4,3,0,2,2,0,0,1,0,0,0,0,0
"Japan","0000054","Female",0,0,3,2,0,2,2,0,2,1,0,2,0,0,0,0,0
"Japan","0000054","Male",2,3,2,0,0,4,3,3,2,2,2,1,0,1,1,0,0
"Japan","0000054","Female",0,0,1,0,4,3,2,2,3,0,2,3,0,0,0,0,0
"Japan","0000054","Male",2,0,1,0,0,2,0,0,2,0,0,2,0,1,0,0,0
"Japan","0000054","Male",0,0,2,0,0,2,1,2,0,0,1,2,0,0,0,0,0
"Japan","0000054","Male",0,0,0,0,4,3,4,1,1,0,0,2,0,0,0,0,2
"Japan","0000054","Male",1,1,2,0,3,0,0,0,1,0,0,2,0,0,0,0,0
"Japan","0000054","Female",1,0,3,2,4,2,2,1,1,1,0,3,0,0,0,0,0
"Japan","0000054","Male",4,0,0,0,4,1,0,1,0,0,0,NA,0,0,0,0,0
"Japan","0000054","Female",1,0,4,0,4,3,2,2,3,0,0,3,0,0,0,0,1
"Japan","0000054","Female",2,0,4,3,0,2,2,2,2,0,2,2,0,0,1,0,0
"Japan","0000054","Female",0,0,3,4,4,4,4,2,2,0,0,2,0,0,0,0,0
"Japan","0000054","Male",2,0,4,1,3,0,1,1,NA,1,0,2,0,0,0,0,0
"Japan","0000054","Female",1,0,NA,0,0,2,0,1,1,1,1,2,0,0,0,0,0
"Japan","0000054","Male",1,0,0,2,3,3,2,1,0,2,0,0,0,0,0,0,0
"Japan","0000054","Female",1,0,3,2,3,2,0,1,0,0,1,2,0,1,0,0,0
"Japan","0000054","Female",3,0,4,0,0,4,0,1,4,4,0,4,0,1,0,0,0
"Japan","0000054","Male",3,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Japan","0000054","Female",0,0,4,0,0,4,0,1,4,0,0,4,0,0,0,0,0
"Japan","0000054","Male",2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"Japan","0000054","Female",0,3,3,2,0,3,2,2,1,0,1,2,0,0,0,0,0
"Japan","0000054","Female",3,0,4,0,2,3,1,2,2,2,1,1,0,0,0,0,0
"Japan","0000054","Male",0,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000054","Male",1,0,3,3,3,2,1,2,0,0,0,0,0,0,3,0,0
"Japan","0000054","Female",0,1,4,0,4,2,1,1,2,0,0,1,0,1,1,0,0
"Japan","0000054","Female",0,0,4,3,0,3,2,1,1,0,2,2,0,0,0,0,0
"Japan","0000054","Female",0,0,3,3,4,4,3,3,3,0,2,3,0,0,1,0,0
"Japan","0000054","Male",0,0,2,2,1,3,3,2,0,1,0,2,0,0,0,0,0
"Japan","0000055","Male",3,1,2,0,3,2,0,2,3,0,1,1,2,0,0,0,1
"Japan","0000055","Female",0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,0
"Japan","0000055","Male",3,2,3,2,4,4,3,2,1,0,0,0,0,0,0,0,0
"Japan","0000055","Male",2,4,0,0,0,4,3,3,4,4,2,0,0,4,1,3,4
"Japan","0000055","Male",4,0,3,0,0,2,1,2,3,0,0,1,1,1,0,0,1
"Japan","0000055","Female",3,1,4,0,0,3,0,1,3,0,0,1,0,0,0,0,0
"Japan","0000055","Female",1,0,2,1,3,2,2,3,0,0,0,1,0,0,0,0,0
"Japan","0000055","Female",4,0,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0
"Japan","0000055","Female",0,0,4,4,0,2,0,2,0,0,1,2,0,0,0,0,1
"Japan","0000055","Male",2,1,4,4,4,4,1,2,4,1,2,2,0,1,1,0,0
"Japan","0000055","Male",2,2,4,0,4,4,1,1,2,0,0,0,0,0,0,0,0
"Japan","0000055","Female",0,0,4,1,4,3,1,1,3,0,0,1,0,0,0,2,1
"Japan","0000055","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000055","Male",0,0,3,0,0,0,0,2,NA,0,0,2,0,0,0,0,0
"Japan","0000055","Male",0,0,3,0,4,2,0,0,2,0,0,0,0,1,0,0,0
"Japan","0000055","Male",1,0,3,3,3,3,2,0,2,0,0,2,0,0,0,0,0
"Japan","0000055","Male",3,0,1,0,2,3,3,2,1,0,0,1,0,0,0,0,0
"Japan","0000055","Female",0,0,4,0,0,3,0,2,1,0,0,0,0,0,0,0,0
"Japan","0000055","Male",0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0
"Japan","0000055","Female",0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0
"Japan","0000055","Female",3,0,3,3,0,3,2,2,0,0,0,1,0,0,0,0,0
"Japan","0000055","Female",4,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000055","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000055","Male",4,4,4,0,4,4,0,0,4,4,4,0,0,0,0,0,0
"Japan","0000055","Female",1,0,4,4,4,3,3,4,4,0,0,3,0,0,0,0,0
"Japan","0000055","Female",3,0,4,2,0,3,0,2,0,0,2,1,0,0,0,0,0
"Japan","0000055","Female",4,0,4,4,4,4,4,4,2,0,2,2,0,1,0,0,0
"Japan","0000055","Male",2,0,4,4,4,3,2,1,0,0,2,2,0,0,0,1,1
"Japan","0000055","Male",3,2,3,1,3,2,2,2,2,0,2,2,0,0,0,0,1
"Japan","0000055","Female",3,0,3,0,4,4,0,2,2,0,0,1,0,0,0,0,0
"Japan","0000055","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000055","Male",0,0,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0
"Japan","0000055","Female",0,0,3,3,3,3,3,2,3,2,0,2,0,0,0,0,0
"Japan","0000055","Female",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000056","Male",2,0,3,0,0,2,0,0,2,0,2,2,2,2,2,2,2
"Japan","0000056","Male",2,0,3,0,0,2,1,1,2,0,0,2,0,0,0,0,0
"Japan","0000056","Male",3,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0
"Japan","0000056","Female",0,0,3,0,0,2,0,0,1,0,0,0,2,0,0,0,1
"Japan","0000056","Female",2,0,3,4,4,4,0,2,2,0,0,1,0,1,0,0,0
"Japan","0000056","Female",0,0,3,0,0,4,0,2,1,0,0,0,0,0,0,0,0
"Japan","0000056","Female",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Japan","0000056","Female",0,0,3,0,3,2,0,2,2,0,0,3,0,0,0,0,0
"Japan","0000056","Male",4,0,4,0,0,3,0,3,1,0,0,1,0,0,0,1,2
"Japan","0000056","Male",0,0,3,3,0,4,0,1,2,0,0,0,0,0,0,0,0
"Japan","0000056","Male",0,1,2,1,0,3,3,3,1,0,0,0,0,0,0,0,0
"Japan","0000056","Male",0,0,4,0,0,3,4,4,4,1,1,3,0,1,1,0,0
"Japan","0000056","Male",0,0,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0
"Japan","0000056","Female",0,0,4,4,4,4,0,3,4,4,2,3,0,2,0,0,2
"Japan","0000056","Female",2,0,3,0,3,3,2,2,2,0,1,3,0,0,0,0,1
"Japan","0000056","Female",4,1,4,4,4,4,3,4,4,0,4,4,0,4,4,0,0
"Japan","0000056","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japan","0000056","Male",0,0,4,4,4,3,3,1,1,0,0,2,0,0,0,0,2
"Japan","0000056","Female",0,0,3,0,4,2,2,2,0,0,0,0,0,0,0,0,0
"Japan","0000056","Female",3,0,2,4,0,3,0,3,1,0,1,2,0,1,2,0,0
"Japan","0000056","Male",2,0,4,0,3,1,0,2,1,0,0,1,0,0,0,0,0
"Japan","0000056","Female",0,0,4,4,0,1,1,3,2,0,0,2,0,0,0,0,1
"Japan","0000056","Male",0,0,3,1,0,2,1,2,1,2,1,2,0,0,0,0,0
"Japan","0000056","Female",0,0,4,3,0,2,0,0,0,0,0,1,0,0,0,0,0
"Japan","0000056","Male",3,1,4,0,0,3,0,0,3,1,0,1,1,0,0,0,0
"Japan","0000056","Male",1,1,4,0,0,4,3,2,4,2,2,4,0,0,0,0,0
"Japan","0000056","Male",4,2,4,1,0,3,3,3,3,0,2,2,0,0,0,0,0
"Japan","0000056","Male",3,2,3,0,0,4,1,1,2,0,0,1,0,0,0,0,0
"Japan","0000056","Female",0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0
"Japan","0000056","Female",3,3,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0
"Japan","0000056","Male",0,0,2,0,3,1,1,1,1,1,0,0,0,0,0,0,0
"Japan","0000057","Male",0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0
"Japan","0000057","Female",1,0,0,0,0,2,3,3,0,0,1,0,0,0,0,2,0
"Japan","0000057","Male",0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"Japan","0000057","Male",3,0,4,2,4,3,2,2,2,0,2,3,0,1,2,2,0
"Japan","0000057","Male",0,2,3,0,0,3,2,2,2,0,2,2,0,2,1,0,0
"Japan","0000057","Male",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0
"Japan","0000057","Male",4,2,3,1,4,2,3,0,1,0,1,2,0,0,0,0,0
"Japan","0000057","Male",2,1,1,2,2,4,1,1,3,3,0,0,0,1,1,0,0
"Japan","0000057","Male",2,0,0,0,0,4,4,2,2,0,2,0,0,1,0,2,0
"Japan","0000057","Male",0,0,3,0,0,2,2,2,2,0,0,4,0,0,0,0,0
"Japan","0000057","Male",3,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"Japan","0000057","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan","0000057","Male",0,0,3,0,0,1,2,2,0,0,1,0,0,0,1,0,0
"Japan","0000057","Male",3,0,4,0,0,4,4,0,2,0,0,0,0,0,0,0,0
"Japan","0000057","Male",2,0,2,0,0,0,1,0,2,0,1,3,0,0,1,0,1
"Japan","0000057","Female",3,0,4,3,0,2,0,3,2,1,1,2,0,2,0,1,0
"Japan","0000057","Male",0,2,0,0,0,2,2,1,2,0,1,1,0,2,2,2,0
"Japan","0000057","Male",4,4,4,4,4,4,4,4,4,3,0,2,2,1,1,1,0
"Japan","0000057","Male",3,0,4,3,0,2,1,1,3,0,1,3,1,0,0,0,0
"Japan","0000057","Male",1,4,4,4,4,4,1,1,2,0,1,1,0,0,0,0,0
"Japan","0000057","Male",0,0,3,3,0,3,1,1,2,0,2,3,0,1,0,0,0
"Japan","0000057","Female",3,2,4,2,4,3,2,3,2,0,1,1,0,1,0,0,0
"Japan","0000057","Male",1,0,2,0,0,3,0,0,0,0,2,1,0,1,0,0,0
"Japan","0000057","Male",0,0,2,2,1,3,3,3,3,1,2,1,0,2,2,2,1
"Japan","0000057","Female",1,1,2,2,1,2,2,2,1,0,0,0,2,2,1,0,0
"Japan","0000057","Male",0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"Japan","0000057","Male",0,0,3,0,3,2,3,3,1,0,3,3,0,0,0,0,0
"Japan","0000057","Male",0,0,0,3,0,4,4,3,4,0,3,0,0,0,0,1,0
"Japan","0000057","Male",2,0,4,0,0,2,0,0,1,0,0,1,0,0,2,0,0
"Japan","0000057","Male",3,0,2,0,0,2,2,2,1,0,0,2,0,0,0,0,0
"Japan","0000057","Male",3,0,2,0,0,1,2,2,1,0,1,1,0,0,1,0,0
"Japan","0000057","Male",4,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0
"Japan","0000058","Male",4,0,2,4,4,4,3,1,1,0,0,0,0,0,0,0,0
"Japan","0000058","Female",4,0,3,4,0,2,3,1,2,0,1,3,0,0,0,0,0
"Japan","0000058","Female",0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
"Japan","0000058","Male",3,3,3,4,0,4,4,4,0,0,0,2,0,0,0,1,0
"Japan","0000058","Female",2,0,3,2,2,2,2,2,0,0,2,3,1,0,0,0,0
"Japan","0000058","Male",1,0,2,0,1,3,1,2,2,1,2,2,0,0,0,0,0
"Japan","0000058","Female",0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Japan","0000058","Female",0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"Japan","0000058","Male",3,0,3,0,4,4,4,2,2,0,0,0,0,0,0,0,0
"Japan","0000058","Female",2,0,2,3,3,3,3,3,2,2,0,2,0,0,0,0,0
"Japan","0000058","Female",0,0,3,3,4,3,1,1,0,0,2,2,0,0,0,0,0
"Japan","0000058","Male",3,2,3,1,2,3,3,2,2,0,2,2,0,0,0,1,0
"Japan","0000058","Female",2,0,2,3,0,3,3,2,1,0,1,1,0,1,1,0,0
"Japan","0000058","Male",4,0,4,4,4,2,0,0,2,3,1,2,0,0,0,0,0
"Japan","0000058","Female",2,0,4,4,4,3,0,2,0,0,0,1,0,0,0,0,0
"Japan","0000058","Female",0,0,3,2,0,3,3,2,3,0,1,2,0,0,0,2,1
"Japan","0000058","Female",0,0,4,3,3,2,2,1,2,0,1,0,0,0,0,0,0
"Japan","0000058","Female",0,0,4,4,4,3,2,2,2,0,2,3,0,0,0,0,0
"Japan","0000058","Female",3,0,4,4,4,3,2,2,3,0,2,1,0,0,0,0,0
"Japan","0000058","Male",2,1,4,0,3,3,1,1,0,0,1,3,3,0,0,0,0
"Japan","0000058","Male",3,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
"Japan","0000058","Female",1,0,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"Japan","0000058","Female",3,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,0
"Japan","0000058","Male",2,0,4,0,0,4,3,3,1,0,1,3,4,0,0,1,0
"Japan","0000058","Female",0,0,3,4,4,2,1,1,2,0,2,2,0,0,0,2,0
"Japan","0000058","Male",3,0,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0
"Japan","0000058","Male",4,0,4,4,4,4,1,3,3,0,1,3,0,2,0,0,3
"Japan","0000058","Female",0,0,4,0,4,0,0,0,2,3,0,4,0,0,0,0,1
"Japan","0000058","Male",0,0,0,0,4,3,3,2,3,1,0,2,0,0,0,0,0
"Japan","0000058","Female",0,0,3,3,4,2,2,2,2,0,2,2,2,1,1,1,0
"Japan","0000058","Female",3,0,2,0,0,2,4,3,1,0,0,3,0,0,0,2,0
"Japan","0000058","Male",3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,3,3
"Japan","0000058","Male",0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,0
"Japan","0000058","Male",4,0,2,0,4,2,4,1,0,0,0,3,0,0,0,0,0
"Japan","0000058","Female",3,3,3,3,3,1,0,1,0,0,2,3,0,0,0,0,0
"Japan","0000059","Female",4,0,4,4,4,4,1,3,4,0,0,0,0,0,0,0,0
"Japan","0000059","Female",0,0,2,2,0,3,0,0,3,0,0,0,0,0,0,0,0
"Japan","0000059","Male",0,0,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"Japan","0000059","Female",0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0
"Japan","0000059","Female",1,0,3,0,0,4,3,3,0,0,0,3,0,0,0,0,0
